pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-4010 b,TOI-4010,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,1.348335,3e-06,-2e-06,0.0,0.0229,0.0002,-0.0002,0.0,3.02,0.08,-0.08,0.0,0.269,0.007,-0.007,0.0,11.0,1.29,-1.27,0.0,0.03461,0.00406,-0.004,0.0,Mass,0.03,0.03,-0.02,0.0,714.0,28.0,-26.0,0.0,1441.0,14.0,-13.0,0.0,0,K V,4960.0,36.0,-36.0,0.0,0.83,0.01,-0.01,0.0,0.88,0.03,-0.03,0.0,0.37,0.07,-0.07,0.0,[Fe/H],4.54,0.02,-0.02,0.0,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,0.994,-0.982,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207
TOI-4010 c,TOI-4010,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,5.414654,7e-06,-7e-06,0.0,0.058,0.001,-0.001,0.0,5.93,0.11,-0.12,0.0,0.529,0.01,-0.011,0.0,20.31,2.13,-2.11,0.0,0.0639,0.0067,-0.00664,0.0,Mass,0.03,0.03,-0.02,0.0,112.0,4.0,-4.0,0.0,907.0,9.0,-8.0,0.0,0,K V,4960.0,36.0,-36.0,0.0,0.83,0.01,-0.01,0.0,0.88,0.03,-0.03,0.0,0.37,0.07,-0.07,0.0,[Fe/H],4.54,0.02,-0.02,0.0,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,0.994,-0.982,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207
TOI-4010 d,TOI-4010,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,14.70886,3e-05,-3e-05,0.0,0.113,0.001,-0.001,0.0,6.18,0.14,-0.15,0.0,0.551,0.012,-0.013,0.0,38.15,3.27,-3.22,0.0,0.12003,0.01029,-0.01013,0.0,Mass,0.07,0.03,-0.03,0.0,30.0,1.0,-1.0,0.0,650.0,6.0,-6.0,0.0,0,K V,4960.0,36.0,-36.0,0.0,0.83,0.01,-0.01,0.0,0.88,0.03,-0.03,0.0,0.37,0.07,-0.07,0.0,[Fe/H],4.54,0.02,-0.02,0.0,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,0.994,-0.982,12.291,0.069,-0.069,10.157,0.021,-0.021,12.1216,0.000207,-0.000207
TOI-4127 b,TOI-4127,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,56.39879,0.0001,-0.0001,0.0,0.3081,0.0055,-0.0058,0.0,12.285,0.437,-0.359,0.0,1.096,0.039,-0.032,0.0,731.00534,34.96112,-34.96112,0.0,2.3,0.11,-0.11,0.0,Mass,0.7471,0.0078,-0.0086,0.0,22.3,1.5,-1.5,0.0,605.0,10.0,-8.0,0.0,0,F V,6096.0,115.0,-115.0,0.0,1.29,0.05,-0.05,0.0,1.23,0.07,-0.07,0.0,0.14,0.12,-0.12,0.0,[Fe/H],4.26,0.14,-0.14,0.0,07h01m37.09s,105.4045516,+72d24m53.75s,72.4149297,319.632,3.351,-3.283,11.441,0.01,-0.01,10.245,0.016,-0.016,11.4122,0.000533,-0.000533
TOI-4201 b,TOI-4201,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,3.5819194,1.1e-06,-1.1e-06,0.0,0.04,0.001,-0.001,0.0,13.675,0.448,-0.448,0.0,1.22,0.04,-0.04,0.0,788.21445,28.60456,-28.60456,0.0,2.48,0.09,-0.09,0.0,Mass,0.041,0.015,-0.015,0.0,45.2,3.2,-3.2,0.0,725.0,20.0,-20.0,0.0,0,M1.0+/-0.5,3794.0,79.0,-79.0,0.0,0.63,0.02,-0.02,0.0,0.61,0.02,-0.02,0.0,0.52,0.08,-0.08,0.0,[Fe/H],4.64,0.03,-0.03,0.0,06h01m53.93s,90.4747237,-13d27m40.94s,-13.461371,189.011,0.9885,-0.9885,15.163,0.08,-0.08,11.368,0.025,-0.025,14.5001,0.000441,-0.000441
TOI-421 b,TOI-421,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,5.197576,5e-06,-5e-06,0.0,0.0554,0.001,-0.001,0.0,2.64,0.08,-0.08,0.0,0.236,0.007,-0.007,0.0,6.7,0.6,-0.6,0.0,0.02108,0.00189,-0.00189,0.0,Mass,0.13,0.05,-0.05,0.0,154.57,10.53,-9.73,0.0,922.0,14.0,-14.0,0.0,0,G9 V,5291.0,64.0,-64.0,0.0,0.87,0.01,-0.01,0.0,0.83,0.05,-0.05,0.0,-0.044,0.04,-0.04,0.0,[Fe/H],4.48,0.03,-0.03,0.0,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969,0.2041,-0.2029,9.931,0.006,-0.006,8.071,0.018,-0.018,9.77776,0.000189,-0.000189
TOI-421 c,TOI-421,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,16.067541,4e-06,-4e-06,0.0,0.117,0.0018,-0.0018,0.0,5.09,0.07,-0.07,0.0,0.454,0.006,-0.006,0.0,14.1,1.4,-1.4,0.0,0.04436,0.0044,-0.0044,0.0,Mass,0.19,0.04,-0.04,0.0,34.32,2.34,-2.16,0.0,635.0,9.0,-9.0,0.0,0,G9 V,5291.0,64.0,-64.0,0.0,0.87,0.01,-0.01,0.0,0.83,0.05,-0.05,0.0,-0.044,0.04,-0.04,0.0,[Fe/H],4.48,0.03,-0.03,0.0,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969,0.2041,-0.2029,9.931,0.006,-0.006,8.071,0.018,-0.018,9.77776,0.000189,-0.000189
TOI-4438 b,TOI-4438,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,7.44628,9e-06,-9e-06,0.0,0.0534,0.0037,-0.0037,0.0,2.52,0.13,-0.13,0.0,0.225,0.012,-0.012,0.0,5.4,1.1,-1.1,0.0,0.01699,0.00346,-0.00346,0.0,Mass,0.14,0.09,-0.09,0.0,6.0,0.9,-0.77,0.0,435.0,15.0,-15.0,0.0,0,M3.5 V,3422.0,81.0,-81.0,0.0,0.37,0.02,-0.02,0.0,0.37,0.02,-0.02,0.0,-0.19,0.05,-0.05,0.0,[Fe/H],4.68,0.04,-0.04,0.0,18h01m16.14s,270.3172389,+35d35m41.64s,35.5948992,30.0346,0.0233,-0.0233,13.69,0.045,-0.045,8.869,0.018,-0.018,12.5196,0.000337,-0.000337
TOI-4603 b,TOI-4603,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,7.24599,0.00022,-0.00021,0.0,0.0888,0.001,-0.001,0.0,11.68,0.426,-0.392,0.0,1.042,0.038,-0.035,0.0,4096.80817,184.34048,-181.16219,0.0,12.89,0.58,-0.57,0.0,Mass,0.325,0.02,-0.02,0.0,1192.0,71.0,-68.0,0.0,1677.0,24.0,-24.0,0.0,0,F,6264.0,95.0,-94.0,0.0,2.74,0.05,-0.05,0.0,1.77,0.06,-0.06,0.0,0.342,0.039,-0.04,0.0,[Fe/H],3.81,0.02,-0.02,0.0,05h35m27.82s,83.8659288,+21d17m39.27s,21.2942417,225.643,2.484,-2.432,9.24,0.03,-0.03,7.786,0.017,-0.017,9.07469,0.000241,-0.000241
TOI-4860 b,TOI-4860,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,1.5227591,3e-07,-3e-07,0.0,0.01808,0.00015,-0.00015,0.0,8.7,0.4,-0.4,0.0,0.77,0.03,-0.03,0.0,86.7,1.9,-1.9,0.0,0.273,0.006,-0.006,0.0,Mass,0.008,0.013,-0.006,0.0,42.5,1.9,-1.9,0.0,694.0,15.0,-15.0,0.0,0,M3.5 V,3260.0,50.0,-50.0,0.0,0.36,0.02,-0.02,0.0,0.34,0.01,-0.01,0.0,0.27,0.12,-0.12,0.0,[Fe/H],4.86,0.04,-0.04,0.0,12h14m15.35s,183.563961,-13d10m29.43s,-13.1748411,80.1423,0.6481,-0.6379,16.47,0.2,-0.2,11.175,0.026,-0.026,15.1091,0.001287,-0.001287
TOI-500 b,TOI-500,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,0.548177,1.9e-05,-1.9e-05,0.0,0.01189,0.00041,-0.0004,0.0,1.166,0.061,-0.058,0.0,0.104,0.005,-0.005,0.0,1.42,0.18,-0.18,0.0,0.00447,0.00057,-0.00057,0.0,Mass,0.063,0.073,-0.044,0.0,1138.0,123.0,-112.0,0.0,1617.0,41.0,-41.0,0.0,0,K6 V,4440.0,100.0,-100.0,0.0,0.68,0.02,-0.02,0.0,0.74,0.02,-0.02,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.62,0.02,-0.02,0.0,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,10.54,0.03,-0.03,7.715,0.026,-0.026,10.1026,0.000308,-0.000308
TOI-5542 b,TOI-5542,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,75.12375,0.00019,-0.00018,0.0,0.332,0.016,-0.016,0.0,11.31,0.404,-0.392,0.0,1.009,0.036,-0.035,0.0,419.5335,31.78284,-31.78284,0.0,1.32,0.1,-0.1,0.0,Mass,0.018,0.026,-0.013,0.0,9.6,1.0,-0.9,0.0,441.0,48.0,-74.0,0.0,0,G3 V,5700.0,80.0,-80.0,0.0,1.06,0.04,-0.04,0.0,0.89,0.06,-0.03,0.0,-0.21,0.08,-0.08,0.0,[Fe/H],4.2,0.2,-0.2,0.0,20h11m11.62s,302.7984228,-61d08m07.68s,-61.1354659,348.849,3.678,-3.604,12.42,0.046,-0.046,10.897,0.021,-0.021,12.2819,0.000189,-0.000189
TOI-561 c,TOI-561,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,10.778831,3.4e-05,-3.6e-05,0.0,0.0884,0.0009,-0.0009,0.0,2.91,0.04,-0.04,0.0,0.26,0.004,-0.004,0.0,5.39,0.69,-0.68,0.0,0.01696,0.00217,-0.00214,0.0,Mass,0.03,0.035,-0.021,0.0,68.2,3.9,-3.9,0.0,800.0,11.0,-11.0,0.0,0,G9 V,5372.0,70.0,-70.0,0.0,0.84,0.01,-0.01,0.0,0.81,0.04,-0.04,0.0,-0.4,0.05,-0.05,0.0,[Fe/H],4.5,0.12,-0.12,0.0,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278
TOI-561 d,TOI-561,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,25.7124,0.0001,-0.0002,0.0,0.158,0.002,-0.002,0.0,2.82,0.07,-0.07,0.0,0.252,0.006,-0.006,0.0,13.2,1.0,-0.9,0.0,0.04153,0.00315,-0.00283,0.0,Mass,0.122,0.054,-0.048,0.0,21.4,1.3,-1.3,0.0,598.0,9.0,-9.0,0.0,0,G9 V,5372.0,70.0,-70.0,0.0,0.84,0.01,-0.01,0.0,0.81,0.04,-0.04,0.0,-0.4,0.05,-0.05,0.0,[Fe/H],4.5,0.12,-0.12,0.0,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278
TOI-561 e,TOI-561,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,77.03,0.25,-0.24,0.0,0.328,0.003,-0.003,0.0,2.55,0.12,-0.13,0.0,0.227,0.011,-0.012,0.0,12.6,1.4,-1.4,0.0,0.03964,0.0044,-0.0044,0.0,Mass,0.079,0.058,-0.05,0.0,4.96,0.28,-0.28,0.0,415.0,6.0,-6.0,0.0,0,G9 V,5372.0,70.0,-70.0,0.0,0.84,0.01,-0.01,0.0,0.81,0.04,-0.04,0.0,-0.4,0.05,-0.05,0.0,[Fe/H],4.5,0.12,-0.12,0.0,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278
TOI-733 b,TOI-733,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,4.884765,1.9e-05,-2.4e-05,0.0,0.0618,0.0036,-0.0039,0.0,1.992,0.085,-0.09,0.0,0.178,0.008,-0.008,0.0,5.72,0.7,-0.68,0.0,0.018,0.0022,-0.00214,0.0,Mass,0.046,0.056,-0.033,0.0,207.1,29.9,-23.5,0.0,1056.0,36.0,-31.0,0.0,0,G,5585.0,60.0,-60.0,0.0,0.95,0.01,-0.01,0.0,0.96,0.05,-0.03,0.0,-0.04,0.05,-0.05,0.0,[Fe/H],4.47,0.05,-0.05,0.0,10h37m38.24s,159.4093183,-40d53m17.73s,-40.888259,75.2092,0.1764,-0.1756,9.44,0.003,-0.003,7.845,0.024,-0.024,9.28881,0.000118,-0.000118
TOI-776 b,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.24662,2.4e-05,-3.1e-05,0.0,0.0653,0.0014,-0.0016,0.0,1.798,0.078,-0.077,0.0,0.16,0.007,-0.007,0.0,5.0,1.6,-1.6,0.0,0.01573,0.00503,-0.00503,0.0,Mass,0.052,0.037,-0.035,0.0,11.5,0.6,-0.6,0.0,520.0,12.0,-12.0,0.0,0,M1 V,3725.0,60.0,-60.0,0.0,0.55,0.02,-0.02,0.0,0.54,0.04,-0.04,0.0,-0.21,0.08,-0.08,0.0,[Fe/H],4.8,0.1,-0.1,0.0,11h54m18.72s,178.577997,-37d33m12.08s,-37.5533568,27.1701,0.03205,-0.03205,11.536,0.041,-0.041,7.615,0.02,-0.02,10.7409,0.000478,-0.000478
TOI-776 c,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,15.665323,7.5e-05,-7e-05,0.0,0.1001,0.0022,-0.0024,0.0,2.047,0.081,-0.078,0.0,0.183,0.007,-0.007,0.0,6.9,2.6,-2.5,0.0,0.02171,0.00818,-0.00787,0.0,Mass,0.089,0.048,-0.054,0.0,4.9,0.2,-0.2,0.0,420.0,10.0,-10.0,0.0,0,M1 V,3725.0,60.0,-60.0,0.0,0.55,0.02,-0.02,0.0,0.54,0.04,-0.04,0.0,-0.21,0.08,-0.08,0.0,[Fe/H],4.8,0.1,-0.1,0.0,11h54m18.72s,178.577997,-37d33m12.08s,-37.5533568,27.1701,0.03205,-0.03205,11.536,0.041,-0.041,7.615,0.02,-0.02,10.7409,0.000478,-0.000478
TOI-836 b,TOI-836,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,3.81673,1e-05,-1e-05,0.0,0.0422,0.00093,-0.00093,0.0,1.704,0.067,-0.067,0.0,0.152,0.006,-0.006,0.0,4.53,0.92,-0.86,0.0,0.01425,0.00289,-0.00271,0.0,Mass,0.053,0.042,-0.042,0.0,78.84,0.02,-0.02,0.0,871.0,36.0,-36.0,0.0,0,K V,4552.0,154.0,-154.0,0.0,0.67,0.01,-0.01,0.0,0.68,0.05,-0.04,0.0,-0.284,0.067,-0.067,0.0,[Fe/H],4.74,0.11,-0.11,0.0,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024,0.0294,-0.0293,9.92,0.03,-0.03,6.804,0.018,-0.018,9.40475,0.000443,-0.000443
TOI-836 c,TOI-836,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,8.59545,1e-05,-1e-05,0.0,0.075,0.0016,-0.0016,0.0,2.587,0.088,-0.088,0.0,0.231,0.008,-0.008,0.0,9.6,2.7,-2.5,0.0,0.0302,0.0085,-0.00787,0.0,Mass,0.078,0.056,-0.056,0.0,26.71,0.0,0.0,0.0,665.0,27.0,-27.0,0.0,1,K V,4552.0,154.0,-154.0,0.0,0.67,0.01,-0.01,0.0,0.68,0.05,-0.04,0.0,-0.284,0.067,-0.067,0.0,[Fe/H],4.74,0.11,-0.11,0.0,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024,0.0294,-0.0293,9.92,0.03,-0.03,6.804,0.018,-0.018,9.40475,0.000443,-0.000443
TOI-908 b,TOI-908,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,3.183792,7e-06,-7e-06,0.0,0.041657,2e-06,-2e-06,0.0,3.186,0.155,-0.155,0.0,0.284,0.014,-0.014,0.0,16.137,4.112,-4.039,0.0,0.05077,0.01294,-0.01271,0.0,Mass,0.132,0.091,-0.091,0.0,80.88,0.01,-0.01,0.0,1317.0,38.0,-38.0,0.0,0,G V,5626.0,61.0,-61.0,0.0,1.03,0.03,-0.03,0.0,0.95,0.01,-0.01,0.0,0.08,0.04,-0.04,0.0,[Fe/H],4.45,0.03,-0.03,0.0,03h32m38.26s,53.1594266,-81d15m02.68s,-81.250745,175.748,0.638,-0.634,11.316,0.012,-0.012,9.637,0.021,-0.021,11.1061,0.000404,-0.000404
WASP-18 b,WASP-18,2,2,Transit,2009,SuperWASP,0,0.94145223,2.4e-07,-2.4e-07,0.0,0.02024,0.00029,-0.00031,0.0,13.899,0.886,-0.886,0.0,1.24,0.079,-0.079,0.0,3241.84975,111.23994,-111.23994,0.0,10.2,0.35,-0.35,0.0,Mass,0.0051,0.007,-0.0037,0.0,5805.0,808.0,-639.0,0.0,2429.0,77.0,-70.0,0.0,1,F6 IV-V,6432.0,48.0,-48.0,0.0,1.32,0.06,-0.06,0.0,1.29,0.06,-0.06,0.0,0.107,0.08,-0.08,0.0,[Fe/H],4.31,0.04,-0.03,0.0,01h37m25.07s,24.3544618,-45d40m40.06s,-45.6777937,123.483,0.371,-0.369,9.28,0.03,-0.03,8.131,0.027,-0.027,9.16617,0.000236,-0.000236
WASP-19 b,WASP-19,1,1,Transit,2009,SuperWASP,0,0.78883852,7.5e-07,-8.2e-07,0.0,0.01652,0.0005,-0.00056,0.0,15.861,0.493,-0.538,0.0,1.415,0.044,-0.048,0.0,366.77398,24.79062,-25.42627,0.0,1.154,0.078,-0.08,0.0,Mass,0.0126,0.014,-0.0089,0.0,3320.0,190.0,-180.0,0.0,2113.0,29.0,-29.0,0.0,0,G8 V,5616.0,66.0,-65.0,0.0,1.01,0.03,-0.03,0.0,0.97,0.09,-0.1,0.0,0.04,0.25,-0.3,0.0,[Fe/H],4.42,0.02,-0.02,0.0,09h53m40.02s,148.4167672,-45d39m32.79s,-45.6591078,268.325,1.72,-1.698,12.248,0.069,-0.069,10.481,0.023,-0.023,12.1088,0.000533,-0.000533
WASP-193 b,WASP-193,1,1,Transit,2023,WASP-South,0,6.2463345,3e-07,-3e-07,0.0,0.0676,0.0015,-0.0015,0.0,16.41,0.661,-0.639,0.0,1.464,0.059,-0.057,0.0,44.17815,9.21702,-9.21702,0.0,0.139,0.029,-0.029,0.0,Mass,0.056,0.068,-0.04,0.0,413.0,39.0,-42.0,0.0,1254.0,31.0,-31.0,0.0,0,F9,6078.0,120.0,-120.0,0.0,1.24,0.03,-0.03,0.0,1.06,0.07,-0.07,0.0,-0.06,0.088,-0.088,0.0,[Fe/H],4.28,0.03,-0.03,0.0,10h57m23.79s,164.3491401,-29d59m49.64s,-29.9971229,362.087,5.384,-5.232,11.972,0.023,-0.023,10.745,0.035,-0.035,12.0421,0.000261,-0.000261
WASP-2 b,WASP-2,2,1,Transit,2007,SuperWASP,0,2.152175,1.2e-05,-1.1e-05,0.0,0.03144,0.00088,-0.00087,0.0,12.117,0.46,-0.448,0.0,1.081,0.041,-0.04,0.0,295.89973,19.0698,-18.43414,0.0,0.931,0.06,-0.058,0.0,Mass,0.0054,0.009,-0.0044,0.0,492.0,80.0,-71.0,0.0,1311.0,52.0,-50.0,0.0,0,K1,5180.0,190.0,-190.0,0.0,0.87,0.03,-0.03,0.0,0.9,0.08,-0.07,0.0,0.12,0.21,-0.19,0.0,[Fe/H],4.51,0.02,-0.02,0.0,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305,153.242,1.64,-1.605,11.728,0.034,-0.034,9.632,0.024,-0.024,11.5638,0.001019,-0.001019
WASP-77 A b,WASP-77 A,2,1,Transit,2012,SuperWASP,0,1.36002854,6.2e-07,-6.2e-07,0.0,0.02335,0.00045,-0.00043,0.0,13.787,0.347,-0.325,0.0,1.23,0.031,-0.029,0.0,529.81995,21.61233,-20.34102,0.0,1.667,0.068,-0.064,0.0,Mass,0.0074,0.0069,-0.0049,0.0,1440.0,90.0,-80.0,0.0,1715.0,26.0,-25.0,0.0,0,G8 V,5617.0,72.0,-72.0,0.0,0.91,0.03,-0.02,0.0,0.9,0.07,-0.06,0.0,-0.1,0.1,-0.11,0.0,[Fe/H],4.48,0.01,-0.02,0.0,02h28m37.33s,37.1555223,-07d03m38.40s,-7.0606675,105.166,1.209,-1.182,10.294,0.007,-0.007,8.405,0.031,-0.031,10.0966,0.00158,-0.00158
Wolf 503 b,Wolf 503,1,1,Transit,2018,K2,0,6.00127,2.1e-05,-2.1e-05,0.0,0.05712,0.00063,-0.00045,0.0,2.043,0.069,-0.069,0.0,0.182,0.006,-0.006,0.0,6.27,0.85,-0.84,0.0,0.01973,0.00267,-0.00264,0.0,Mass,0.409,0.085,-0.085,0.0,64.7,5.5,-5.5,0.0,789.0,16.0,-16.0,0.0,0,K3.5 V,4716.0,60.0,-60.0,0.0,0.69,0.02,-0.02,0.0,0.69,0.02,-0.02,0.0,-0.47,0.08,-0.08,0.0,[Fe/H],4.62,0.02,-0.01,0.0,13h47m23.09s,206.8461979,-06d08m21.61s,-6.1393369,44.526,0.0964,-0.0961,10.27,0.03,-0.03,7.617,0.023,-0.023,9.89816,0.000337,-0.000337
XO-7 b,XO-7,1,1,Transit,2019,XO,0,2.8641424,4.3e-06,-4.3e-06,0.0,0.04421,0.00062,-0.00062,0.0,15.39,0.291,-0.291,0.0,1.373,0.026,-0.026,0.0,225.34147,10.80622,-10.80622,0.0,0.709,0.034,-0.034,0.0,Mass,0.038,0.033,-0.033,0.0,1540.0,81.0,-81.0,0.0,1743.0,23.0,-23.0,0.0,0,G0 V,6250.0,100.0,-100.0,0.0,1.48,0.02,-0.02,0.0,1.41,0.06,-0.06,0.0,0.432,0.057,-0.057,0.0,[Fe/H],4.25,0.02,-0.02,0.0,18h29m54.74s,277.4780753,+85d13m59.95s,85.2333208,234.149,1.194,-1.181,10.521,0.006,-0.006,9.241,0.024,-0.024,10.4575,0.000449,-0.000449
pi Men c,HD 39091,1,3,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),0,6.26791,0.00043,-0.00043,0.0,0.069,0.003,-0.003,0.0,2.06,0.03,-0.03,0.0,0.184,0.003,-0.003,0.0,3.63,0.38,-0.38,0.0,0.01142,0.0012,-0.0012,0.0,Mass,0.077,0.076,-0.049,0.0,309.0,29.0,-66.0,0.0,1170.0,3.0,-4.0,0.0,0,G0 V,6037.0,45.0,-45.0,0.0,1.19,0.0,0.0,0.0,1.1,0.14,-0.14,0.0,0.08,0.03,-0.03,0.0,[Fe/H],4.36,0.02,-0.02,0.0,05h37m11.83s,84.2992798,-80d27m52.57s,-80.4646041,18.2702,0.0226,-0.0226,5.65,0.03,-0.03,4.241,0.027,-0.027,5.5128,0.0019464,-0.0019464
